Date,Strategy,Is_Rebalance_Date,Asset_Count,Nonzero_Weight_Count,Weight_Sum,Min_Weight,Max_Weight,Long_Only,Sum_To_One,Cap_Check_Applies,Max_Weight_Cap,Cap_Respected_On_Rebalance,Top_Ticker,Top_Asset_Class,Top_Weight
2020-04-21,Asset-Class Momentum Rotation,False,37,37,1.0,0.002809846791056963,0.25242998632828967,True,True,False,0.25,True,SHY,fixed_income,0.25242998632828967
2020-04-22,Asset-Class Momentum Rotation,False,37,37,0.9999999999999999,0.002130007358521284,0.2554256987519926,True,True,False,0.25,True,SHY,fixed_income,0.2554256987519926
2020-04-23,Asset-Class Momentum Rotation,False,37,37,1.0,0.0018810261323499446,0.2524413490999946,True,True,False,0.25,True,SHY,fixed_income,0.2524413490999946
2020-04-24,Asset-Class Momentum Rotation,False,37,37,1.0000000000000002,0.001972013672852976,0.25159108923186585,True,True,False,0.25,True,SHY,fixed_income,0.25159108923186585
2020-04-27,Asset-Class Momentum Rotation,False,37,37,1.0,0.0019112314175361005,0.25047791617108633,True,True,False,0.25,True,SHY,fixed_income,0.25047791617108633
2020-04-28,Asset-Class Momentum Rotation,False,37,37,1.0,0.0016123456088546653,0.24797236877676676,True,True,False,0.25,True,SHY,fixed_income,0.24797236877676676
2020-04-29,Asset-Class Momentum Rotation,False,37,37,0.9999999999999999,0.0015612606307745295,0.24696497129134937,True,True,False,0.25,True,SHY,fixed_income,0.24696497129134937
2020-04-30,Asset-Class Momentum Rotation,False,37,37,0.9999999999999998,0.0016235419081674024,0.2430919383140336,True,True,False,0.25,True,SHY,fixed_income,0.2430919383140336
2020-05-01,Asset-Class Momentum Rotation,False,37,37,0.9999999999999998,0.0017424976490047314,0.24604516283364075,True,True,False,0.25,True,SHY,fixed_income,0.24604516283364075
2020-05-04,Asset-Class Momentum Rotation,False,37,37,1.0,0.0017358010976940542,0.24811170612096978,True,True,False,0.25,True,SHY,fixed_income,0.24811170612096978
2020-05-05,Asset-Class Momentum Rotation,False,37,37,0.9999999999999998,0.0018095858858311472,0.24800694209138435,True,True,False,0.25,True,SHY,fixed_income,0.24800694209138435
2020-05-06,Asset-Class Momentum Rotation,False,37,37,1.0,0.0019738899164634133,0.2473554669816489,True,True,False,0.25,True,SHY,fixed_income,0.2473554669816489
2020-05-07,Asset-Class Momentum Rotation,False,37,37,1.0,0.0019257653285813432,0.24905019881060345,True,True,False,0.25,True,SHY,fixed_income,0.24905019881060345
2020-05-08,Asset-Class Momentum Rotation,False,37,37,0.9999999999999999,0.0018721202203545863,0.2467777308489458,True,True,False,0.25,True,SHY,fixed_income,0.2467777308489458
2020-05-11,Asset-Class Momentum Rotation,False,37,37,0.9999999999999999,0.001946830918279061,0.24461666740943894,True,True,False,0.25,True,SHY,fixed_income,0.24461666740943894
2020-05-12,Asset-Class Momentum Rotation,False,37,37,1.0,0.0019451145511375613,0.24777868596343905,True,True,False,0.25,True,SHY,fixed_income,0.24777868596343905
2020-05-13,Asset-Class Momentum Rotation,False,37,37,1.0,0.0019372045682709237,0.2491821592865613,True,True,False,0.25,True,SHY,fixed_income,0.2491821592865613
2020-05-14,Asset-Class Momentum Rotation,False,37,37,1.0,0.0019107946190416196,0.2501996269402703,True,True,False,0.25,True,SHY,fixed_income,0.2501996269402703
2020-05-15,Asset-Class Momentum Rotation,False,37,37,0.9999999999999998,0.001980584162646449,0.24900359212191886,True,True,False,0.25,True,SHY,fixed_income,0.24900359212191886
2020-05-18,Asset-Class Momentum Rotation,False,37,37,0.9999999999999998,0.0020706968549255907,0.24954708589768787,True,True,False,0.25,True,SHY,fixed_income,0.24954708589768787
2020-05-19,Asset-Class Momentum Rotation,False,37,37,1.0000000000000002,0.002200779214556356,0.24407925616722123,True,True,False,0.25,True,SHY,fixed_income,0.24407925616722123
2020-05-20,Asset-Class Momentum Rotation,False,37,37,1.0,0.002220313637405085,0.24507722617499106,True,True,False,0.25,True,SHY,fixed_income,0.24507722617499106
2020-05-21,Asset-Class Momentum Rotation,False,37,37,1.0,0.002287390555503729,0.24351378514213057,True,True,False,0.25,True,SHY,fixed_income,0.24351378514213057
2020-05-22,Asset-Class Momentum Rotation,False,37,37,1.0,0.002421895967757154,0.24556336251759797,True,True,False,0.25,True,SHY,fixed_income,0.24556336251759797
