Date,Strategy,Window,Rolling_CAGR_Diff_vs_Equal_Weight
2024-01-19,Signal-Aware HRP Lite,1Y,-0.017721174089187164
2024-01-22,Signal-Aware HRP Lite,1Y,-0.010522867553266257
2024-01-23,Signal-Aware HRP Lite,1Y,-0.010862175641930483
2024-01-24,Signal-Aware HRP Lite,1Y,-0.016427790576747148
2024-01-25,Signal-Aware HRP Lite,1Y,-0.007674150804197977
2024-01-26,Signal-Aware HRP Lite,1Y,-0.01688167770445559
2024-01-29,Signal-Aware HRP Lite,1Y,-0.028791347827699543
2024-01-30,Signal-Aware HRP Lite,1Y,-0.026252405337724438
2024-01-31,Signal-Aware HRP Lite,1Y,-0.021943313986972912
2024-02-01,Signal-Aware HRP Lite,1Y,-0.016988309499053056
2024-02-02,Signal-Aware HRP Lite,1Y,-0.008293705159701847
2024-02-05,Signal-Aware HRP Lite,1Y,-0.013729747796198177
2024-02-06,Signal-Aware HRP Lite,1Y,-0.013568167019729849
2024-02-07,Signal-Aware HRP Lite,1Y,-0.014005062820902747
2024-02-08,Signal-Aware HRP Lite,1Y,-0.02244244997396838
2024-02-09,Signal-Aware HRP Lite,1Y,-0.027511718694138265
2024-02-12,Signal-Aware HRP Lite,1Y,-0.0326939709568026
2024-02-13,Signal-Aware HRP Lite,1Y,-0.03511866288910004
2024-02-14,Signal-Aware HRP Lite,1Y,-0.037903446717819644
2024-02-15,Signal-Aware HRP Lite,1Y,-0.04800856175190993
2024-02-16,Signal-Aware HRP Lite,1Y,-0.04313479355908689
2024-02-19,Signal-Aware HRP Lite,1Y,-0.04574504459743989
2024-02-20,Signal-Aware HRP Lite,1Y,-0.04630642048589406
2024-02-21,Signal-Aware HRP Lite,1Y,-0.05529458564749978
2024-02-22,Signal-Aware HRP Lite,1Y,-0.05815324890291951
2024-02-23,Signal-Aware HRP Lite,1Y,-0.05584946135016411
2024-02-26,Signal-Aware HRP Lite,1Y,-0.07189388177558009
2024-02-27,Signal-Aware HRP Lite,1Y,-0.08071967820448411
2024-02-28,Signal-Aware HRP Lite,1Y,-0.07035913471002608
2024-02-29,Signal-Aware HRP Lite,1Y,-0.06755633512316783
2024-03-01,Signal-Aware HRP Lite,1Y,-0.08296400271659454
2024-03-04,Signal-Aware HRP Lite,1Y,-0.08493342227272604
2024-03-05,Signal-Aware HRP Lite,1Y,-0.07266571222376994
2024-03-06,Signal-Aware HRP Lite,1Y,-0.08155040541841974
2024-03-07,Signal-Aware HRP Lite,1Y,-0.06936573622450593
2024-03-08,Signal-Aware HRP Lite,1Y,-0.080972272768983
2024-03-11,Signal-Aware HRP Lite,1Y,-0.08628324103137697
2024-03-12,Signal-Aware HRP Lite,1Y,-0.08755569146136932
2024-03-13,Signal-Aware HRP Lite,1Y,-0.09272724885543071
2024-03-14,Signal-Aware HRP Lite,1Y,-0.0837936231668095
2024-03-15,Signal-Aware HRP Lite,1Y,-0.07479298337326479
2024-03-18,Signal-Aware HRP Lite,1Y,-0.0679556792903897
2024-03-19,Signal-Aware HRP Lite,1Y,-0.0529796194318104
2024-03-20,Signal-Aware HRP Lite,1Y,-0.06668089722715775
2024-03-21,Signal-Aware HRP Lite,1Y,-0.06468064418449271
2024-03-22,Signal-Aware HRP Lite,1Y,-0.05940840679987547
2024-03-25,Signal-Aware HRP Lite,1Y,-0.06943417784857098
2024-03-26,Signal-Aware HRP Lite,1Y,-0.06783026516005664
2024-03-27,Signal-Aware HRP Lite,1Y,-0.059130535453851385
2024-03-28,Signal-Aware HRP Lite,1Y,-0.0603945728117421
2024-03-29,Signal-Aware HRP Lite,1Y,-0.06356155371880545
2024-04-01,Signal-Aware HRP Lite,1Y,-0.05699192884352544
2024-04-02,Signal-Aware HRP Lite,1Y,-0.04923152225137528
2024-04-03,Signal-Aware HRP Lite,1Y,-0.049687519147021186
2024-04-04,Signal-Aware HRP Lite,1Y,-0.04655209468209098
2024-04-05,Signal-Aware HRP Lite,1Y,-0.05709728715396234
2024-04-08,Signal-Aware HRP Lite,1Y,-0.07025799878616734
2024-04-09,Signal-Aware HRP Lite,1Y,-0.07346282387930181
2024-04-10,Signal-Aware HRP Lite,1Y,-0.0729279677266308
2024-04-11,Signal-Aware HRP Lite,1Y,-0.07304122903898769
2024-04-12,Signal-Aware HRP Lite,1Y,-0.06515705850903175
2024-04-15,Signal-Aware HRP Lite,1Y,-0.05098966514045489
2024-04-16,Signal-Aware HRP Lite,1Y,-0.04843695303945217
2024-04-17,Signal-Aware HRP Lite,1Y,-0.049387778060836496
2024-04-18,Signal-Aware HRP Lite,1Y,-0.05595105321492677
2024-04-19,Signal-Aware HRP Lite,1Y,-0.05857432599409451
2024-04-22,Signal-Aware HRP Lite,1Y,-0.0681001707349187
2024-04-23,Signal-Aware HRP Lite,1Y,-0.06156520397002896
2024-04-24,Signal-Aware HRP Lite,1Y,-0.06495341176250813
2024-04-25,Signal-Aware HRP Lite,1Y,-0.06644241006813956
2024-04-26,Signal-Aware HRP Lite,1Y,-0.06561155477427505
2024-04-29,Signal-Aware HRP Lite,1Y,-0.07380171225495302
2024-04-30,Signal-Aware HRP Lite,1Y,-0.0650300599694269
2024-05-01,Signal-Aware HRP Lite,1Y,-0.060297986767659184
2024-05-02,Signal-Aware HRP Lite,1Y,-0.06536850497688595
2024-05-03,Signal-Aware HRP Lite,1Y,-0.06654297797417952
2024-05-06,Signal-Aware HRP Lite,1Y,-0.06731720771580907
2024-05-07,Signal-Aware HRP Lite,1Y,-0.06473992231458814
2024-05-08,Signal-Aware HRP Lite,1Y,-0.06560394229054478
2024-05-09,Signal-Aware HRP Lite,1Y,-0.0721379867636911
2024-05-10,Signal-Aware HRP Lite,1Y,-0.0732533256566541
2024-05-13,Signal-Aware HRP Lite,1Y,-0.07795745351985706
2024-05-14,Signal-Aware HRP Lite,1Y,-0.07141756664845667
2024-05-15,Signal-Aware HRP Lite,1Y,-0.07336209869660437
2024-05-16,Signal-Aware HRP Lite,1Y,-0.0749546417231084
2024-05-17,Signal-Aware HRP Lite,1Y,-0.08627621255122686
2024-05-20,Signal-Aware HRP Lite,1Y,-0.096648481669102
2024-05-21,Signal-Aware HRP Lite,1Y,-0.09021693231480632
2024-05-22,Signal-Aware HRP Lite,1Y,-0.09285342067683855
2024-05-23,Signal-Aware HRP Lite,1Y,-0.08462500232132664
2024-05-24,Signal-Aware HRP Lite,1Y,-0.0862441209706779
2024-05-27,Signal-Aware HRP Lite,1Y,-0.0881636441689917
2024-05-28,Signal-Aware HRP Lite,1Y,-0.0921246283491457
2024-05-29,Signal-Aware HRP Lite,1Y,-0.09398231371084687
2024-05-30,Signal-Aware HRP Lite,1Y,-0.0879185388017174
2024-05-31,Signal-Aware HRP Lite,1Y,-0.0912366992984468
2024-06-03,Signal-Aware HRP Lite,1Y,-0.09007679699100923
2024-06-04,Signal-Aware HRP Lite,1Y,-0.08855478084939983
2024-06-05,Signal-Aware HRP Lite,1Y,-0.0901545391271179
2024-06-06,Signal-Aware HRP Lite,1Y,-0.09399281344983046
2024-06-07,Signal-Aware HRP Lite,1Y,-0.08411568980209227
2024-06-10,Signal-Aware HRP Lite,1Y,-0.08506377326717396
2024-06-11,Signal-Aware HRP Lite,1Y,-0.07974831871584831
2024-06-12,Signal-Aware HRP Lite,1Y,-0.08340471840622254
2024-06-13,Signal-Aware HRP Lite,1Y,-0.0761319953698536
2024-06-14,Signal-Aware HRP Lite,1Y,-0.08121934521404839
2024-06-17,Signal-Aware HRP Lite,1Y,-0.07934625370003756
2024-06-18,Signal-Aware HRP Lite,1Y,-0.07336246694313964
2024-06-19,Signal-Aware HRP Lite,1Y,-0.07170259814657487
2024-06-20,Signal-Aware HRP Lite,1Y,-0.07135297253153361
2024-06-21,Signal-Aware HRP Lite,1Y,-0.07072058693076211
2024-06-24,Signal-Aware HRP Lite,1Y,-0.07261476197677408
2024-06-25,Signal-Aware HRP Lite,1Y,-0.07024286103119115
2024-06-26,Signal-Aware HRP Lite,1Y,-0.06569611717337631
2024-06-27,Signal-Aware HRP Lite,1Y,-0.06388416544383535
2024-06-28,Signal-Aware HRP Lite,1Y,-0.062041518647074856
2024-07-01,Signal-Aware HRP Lite,1Y,-0.04400072832319135
2024-07-02,Signal-Aware HRP Lite,1Y,-0.05333631879614531
2024-07-03,Signal-Aware HRP Lite,1Y,-0.05186174265029009
2024-07-04,Signal-Aware HRP Lite,1Y,-0.04174268074484244
2024-07-05,Signal-Aware HRP Lite,1Y,-0.03627412160619348
2024-07-08,Signal-Aware HRP Lite,1Y,-0.03807082979405396
2024-07-09,Signal-Aware HRP Lite,1Y,-0.03991280129225738
2024-07-10,Signal-Aware HRP Lite,1Y,-0.044587012984050656
2024-07-11,Signal-Aware HRP Lite,1Y,-0.044172195080446786
2024-07-12,Signal-Aware HRP Lite,1Y,-0.04746571862806448
2024-07-15,Signal-Aware HRP Lite,1Y,-0.05893236098221166
2024-07-16,Signal-Aware HRP Lite,1Y,-0.05813677424431507
2024-07-17,Signal-Aware HRP Lite,1Y,-0.05636405076648976
2024-07-18,Signal-Aware HRP Lite,1Y,-0.05285477922499093
2024-07-19,Signal-Aware HRP Lite,1Y,-0.060912368257550975
2024-07-22,Signal-Aware HRP Lite,1Y,-0.06252103642615836
2024-07-23,Signal-Aware HRP Lite,1Y,-0.06172006048627732
2024-07-24,Signal-Aware HRP Lite,1Y,-0.05721380382140118
2024-07-25,Signal-Aware HRP Lite,1Y,-0.0508166976223432
2024-07-26,Signal-Aware HRP Lite,1Y,-0.05163512104253076
2024-07-29,Signal-Aware HRP Lite,1Y,-0.05335357572432531
2024-07-30,Signal-Aware HRP Lite,1Y,-0.05547211151895759
2024-07-31,Signal-Aware HRP Lite,1Y,-0.054671288771362514
2024-08-01,Signal-Aware HRP Lite,1Y,-0.05605630414067497
2024-08-02,Signal-Aware HRP Lite,1Y,-0.049860137337366384
2024-08-05,Signal-Aware HRP Lite,1Y,-0.036817758616965346
2024-08-06,Signal-Aware HRP Lite,1Y,-0.042924876899854025
2024-08-07,Signal-Aware HRP Lite,1Y,-0.04595380495913992
2024-08-08,Signal-Aware HRP Lite,1Y,-0.059555543334240735
2024-08-09,Signal-Aware HRP Lite,1Y,-0.05510832876558713
2024-08-12,Signal-Aware HRP Lite,1Y,-0.05659832791304775
2024-08-13,Signal-Aware HRP Lite,1Y,-0.05592538044666173
2024-08-14,Signal-Aware HRP Lite,1Y,-0.05263881245053015
2024-08-15,Signal-Aware HRP Lite,1Y,-0.04811699545829806
2024-08-16,Signal-Aware HRP Lite,1Y,-0.050345052147297675
2024-08-19,Signal-Aware HRP Lite,1Y,-0.06328343147777238
2024-08-20,Signal-Aware HRP Lite,1Y,-0.06149862969342945
2024-08-21,Signal-Aware HRP Lite,1Y,-0.06526961638572382
2024-08-22,Signal-Aware HRP Lite,1Y,-0.06593382999422182
2024-08-23,Signal-Aware HRP Lite,1Y,-0.07515208595686929
2024-08-26,Signal-Aware HRP Lite,1Y,-0.06832120942621955
2024-08-27,Signal-Aware HRP Lite,1Y,-0.06215739997873393
2024-08-28,Signal-Aware HRP Lite,1Y,-0.06576895763216561
2024-08-29,Signal-Aware HRP Lite,1Y,-0.06243769462713655
2024-08-30,Signal-Aware HRP Lite,1Y,-0.06194150552009403
2024-09-02,Signal-Aware HRP Lite,1Y,-0.05819002187639111
2024-09-03,Signal-Aware HRP Lite,1Y,-0.04877543262155504
2024-09-04,Signal-Aware HRP Lite,1Y,-0.046078425634674236
2024-09-05,Signal-Aware HRP Lite,1Y,-0.04362593150660099
2024-09-06,Signal-Aware HRP Lite,1Y,-0.03725134125732499
2024-09-09,Signal-Aware HRP Lite,1Y,-0.05057784943857846
2024-09-10,Signal-Aware HRP Lite,1Y,-0.050556171296762153
2024-09-11,Signal-Aware HRP Lite,1Y,-0.05428347202622019
2024-09-12,Signal-Aware HRP Lite,1Y,-0.06308585005506706
2024-09-13,Signal-Aware HRP Lite,1Y,-0.06628468568461643
2024-09-16,Signal-Aware HRP Lite,1Y,-0.0580571790128217
2024-09-17,Signal-Aware HRP Lite,1Y,-0.059716820648697544
2024-09-18,Signal-Aware HRP Lite,1Y,-0.06251286596959149
2024-09-19,Signal-Aware HRP Lite,1Y,-0.06752447537095141
2024-09-20,Signal-Aware HRP Lite,1Y,-0.07211688180905873
2024-09-23,Signal-Aware HRP Lite,1Y,-0.07874636107356525
2024-09-24,Signal-Aware HRP Lite,1Y,-0.08050710724155397
2024-09-25,Signal-Aware HRP Lite,1Y,-0.0797561683709691
2024-09-26,Signal-Aware HRP Lite,1Y,-0.08672408726392034
2024-09-27,Signal-Aware HRP Lite,1Y,-0.08963156688562868
2024-09-30,Signal-Aware HRP Lite,1Y,-0.0852064161012196
2024-10-01,Signal-Aware HRP Lite,1Y,-0.0793667254800341
2024-10-02,Signal-Aware HRP Lite,1Y,-0.0727217130999398
2024-10-03,Signal-Aware HRP Lite,1Y,-0.07313741524354
2024-10-04,Signal-Aware HRP Lite,1Y,-0.07962491193925225
2024-10-07,Signal-Aware HRP Lite,1Y,-0.07808761616694238
2024-10-08,Signal-Aware HRP Lite,1Y,-0.07414665938004683
2024-10-09,Signal-Aware HRP Lite,1Y,-0.05901198963625287
2024-10-10,Signal-Aware HRP Lite,1Y,-0.058900808638138624
2024-10-11,Signal-Aware HRP Lite,1Y,-0.06223399263930962
2024-10-14,Signal-Aware HRP Lite,1Y,-0.06551829370336093
2024-10-15,Signal-Aware HRP Lite,1Y,-0.063020201282459
2024-10-16,Signal-Aware HRP Lite,1Y,-0.0588257770762588
2024-10-17,Signal-Aware HRP Lite,1Y,-0.05439633505043906
2024-10-18,Signal-Aware HRP Lite,1Y,-0.057408875304463036
2024-10-21,Signal-Aware HRP Lite,1Y,-0.056578669997191966
2024-10-22,Signal-Aware HRP Lite,1Y,-0.05648281882271422
2024-10-23,Signal-Aware HRP Lite,1Y,-0.04066650209347511
2024-10-24,Signal-Aware HRP Lite,1Y,-0.049734121093475636
2024-10-25,Signal-Aware HRP Lite,1Y,-0.04473510386012136
2024-10-28,Signal-Aware HRP Lite,1Y,-0.04566383611909508
2024-10-29,Signal-Aware HRP Lite,1Y,-0.048441171928041316
2024-10-30,Signal-Aware HRP Lite,1Y,-0.0485013176261897
2024-10-31,Signal-Aware HRP Lite,1Y,-0.04433927280142114
2024-11-01,Signal-Aware HRP Lite,1Y,-0.035956588918776955
2024-11-04,Signal-Aware HRP Lite,1Y,-0.04085663465423295
2024-11-05,Signal-Aware HRP Lite,1Y,-0.04421530371049509
2024-11-06,Signal-Aware HRP Lite,1Y,-0.050226516599001236
2024-11-07,Signal-Aware HRP Lite,1Y,-0.06906322144005062
2024-11-08,Signal-Aware HRP Lite,1Y,-0.06188655954347766
2024-11-11,Signal-Aware HRP Lite,1Y,-0.0925741600522556
2024-11-12,Signal-Aware HRP Lite,1Y,-0.08770857672725318
2024-11-13,Signal-Aware HRP Lite,1Y,-0.09087099400460641
2024-11-14,Signal-Aware HRP Lite,1Y,-0.08975541703388057
2024-11-15,Signal-Aware HRP Lite,1Y,-0.10166456770623089
2024-11-18,Signal-Aware HRP Lite,1Y,-0.11963127440674759
2024-11-19,Signal-Aware HRP Lite,1Y,-0.11678926326144512
2024-11-20,Signal-Aware HRP Lite,1Y,-0.11685712163765327
2024-11-21,Signal-Aware HRP Lite,1Y,-0.12991878044090188
2024-11-22,Signal-Aware HRP Lite,1Y,-0.14913525909637926
2024-11-25,Signal-Aware HRP Lite,1Y,-0.13734666821264518
2024-11-26,Signal-Aware HRP Lite,1Y,-0.12648912207128626
2024-11-27,Signal-Aware HRP Lite,1Y,-0.13956389215978726
2024-11-28,Signal-Aware HRP Lite,1Y,-0.14205045794815563
2024-11-29,Signal-Aware HRP Lite,1Y,-0.14685785107028404
2024-12-02,Signal-Aware HRP Lite,1Y,-0.1853252570319459
2024-12-03,Signal-Aware HRP Lite,1Y,-0.18888215017386378
2024-12-04,Signal-Aware HRP Lite,1Y,-0.18255420113665677
2024-12-05,Signal-Aware HRP Lite,1Y,-0.17786136384636997
2024-12-06,Signal-Aware HRP Lite,1Y,-0.1876634248524287
2024-12-09,Signal-Aware HRP Lite,1Y,-0.15968820248239757
2024-12-10,Signal-Aware HRP Lite,1Y,-0.1632994165625996
2024-12-11,Signal-Aware HRP Lite,1Y,-0.17481345410178073
2024-12-12,Signal-Aware HRP Lite,1Y,-0.17230605420644984
2024-12-13,Signal-Aware HRP Lite,1Y,-0.16691634937160105
2024-12-16,Signal-Aware HRP Lite,1Y,-0.169554694817466
2024-12-17,Signal-Aware HRP Lite,1Y,-0.1756671994822101
2024-12-18,Signal-Aware HRP Lite,1Y,-0.14953620177510785
2024-12-19,Signal-Aware HRP Lite,1Y,-0.14365328914376452
2024-12-20,Signal-Aware HRP Lite,1Y,-0.15814962022758894
2024-12-23,Signal-Aware HRP Lite,1Y,-0.1528100778774053
2024-12-24,Signal-Aware HRP Lite,1Y,-0.16276124432349914
2024-12-25,Signal-Aware HRP Lite,1Y,-0.15987322906309065
2024-12-26,Signal-Aware HRP Lite,1Y,-0.15007979642098102
2024-12-27,Signal-Aware HRP Lite,1Y,-0.142225255717644
2024-12-30,Signal-Aware HRP Lite,1Y,-0.1390087667744042
2024-12-31,Signal-Aware HRP Lite,1Y,-0.14291688781958323
2025-01-01,Signal-Aware HRP Lite,1Y,-0.15580506514218828
2025-01-02,Signal-Aware HRP Lite,1Y,-0.16867786688764785
2025-01-03,Signal-Aware HRP Lite,1Y,-0.18242531311457033
2025-01-06,Signal-Aware HRP Lite,1Y,-0.19074999502099121
2025-01-07,Signal-Aware HRP Lite,1Y,-0.1732548355034036
2025-01-08,Signal-Aware HRP Lite,1Y,-0.18573425031775725
2025-01-09,Signal-Aware HRP Lite,1Y,-0.1776414383492948
2025-01-10,Signal-Aware HRP Lite,1Y,-0.1844232698412478
2025-01-13,Signal-Aware HRP Lite,1Y,-0.19282845319675013
2025-01-14,Signal-Aware HRP Lite,1Y,-0.19856629707822981
2025-01-15,Signal-Aware HRP Lite,1Y,-0.2244368226263027
2025-01-16,Signal-Aware HRP Lite,1Y,-0.23070077562592273
2025-01-17,Signal-Aware HRP Lite,1Y,-0.24200426814763754
2025-01-20,Signal-Aware HRP Lite,1Y,-0.22205527545596904
2025-01-21,Signal-Aware HRP Lite,1Y,-0.2273494254199968
2025-01-22,Signal-Aware HRP Lite,1Y,-0.22965929662116902
2025-01-23,Signal-Aware HRP Lite,1Y,-0.22481858694060963
2025-01-24,Signal-Aware HRP Lite,1Y,-0.2214258381288503
2025-01-27,Signal-Aware HRP Lite,1Y,-0.20640040549174876
2025-01-28,Signal-Aware HRP Lite,1Y,-0.19952777512237985
2025-01-29,Signal-Aware HRP Lite,1Y,-0.19711599749152509
2025-01-30,Signal-Aware HRP Lite,1Y,-0.20978306266330748
2025-01-31,Signal-Aware HRP Lite,1Y,-0.1954400761686168
2025-02-03,Signal-Aware HRP Lite,1Y,-0.1630377339914657
2025-02-04,Signal-Aware HRP Lite,1Y,-0.14946437716717575
2025-02-05,Signal-Aware HRP Lite,1Y,-0.1415669966610642
2025-02-06,Signal-Aware HRP Lite,1Y,-0.1389172777551464
2025-02-07,Signal-Aware HRP Lite,1Y,-0.1333854579284568
2025-02-10,Signal-Aware HRP Lite,1Y,-0.1407971856239918
2025-02-11,Signal-Aware HRP Lite,1Y,-0.14786700371007444
2025-02-12,Signal-Aware HRP Lite,1Y,-0.14880252736906452
2025-02-13,Signal-Aware HRP Lite,1Y,-0.14484041766840683
2025-02-14,Signal-Aware HRP Lite,1Y,-0.14196790868673204
2025-02-17,Signal-Aware HRP Lite,1Y,-0.14184408456528308
2025-02-18,Signal-Aware HRP Lite,1Y,-0.13575054280997167
2025-02-19,Signal-Aware HRP Lite,1Y,-0.1314033793950793
2025-02-20,Signal-Aware HRP Lite,1Y,-0.14236464354620715
2025-02-21,Signal-Aware HRP Lite,1Y,-0.12620280363504977
2025-02-24,Signal-Aware HRP Lite,1Y,-0.11094456509606654
2025-02-25,Signal-Aware HRP Lite,1Y,-0.1100178935613827
2025-02-26,Signal-Aware HRP Lite,1Y,-0.0941014185592084
2025-02-27,Signal-Aware HRP Lite,1Y,-0.09362837518994649
2025-02-28,Signal-Aware HRP Lite,1Y,-0.08264953767432437
2025-03-03,Signal-Aware HRP Lite,1Y,-0.09523191089088012
2025-03-04,Signal-Aware HRP Lite,1Y,-0.103662650791563
2025-03-05,Signal-Aware HRP Lite,1Y,-0.11996841790648705
2025-03-06,Signal-Aware HRP Lite,1Y,-0.12536375389890653
2025-03-07,Signal-Aware HRP Lite,1Y,-0.11068705572738935
2025-03-10,Signal-Aware HRP Lite,1Y,-0.09095227548169627
2025-03-11,Signal-Aware HRP Lite,1Y,-0.10258436975319829
2025-03-12,Signal-Aware HRP Lite,1Y,-0.09577158698462984
2025-03-13,Signal-Aware HRP Lite,1Y,-0.09403434753395556
2025-03-14,Signal-Aware HRP Lite,1Y,-0.10458682408967612
2025-03-17,Signal-Aware HRP Lite,1Y,-0.10476623723907252
2025-03-18,Signal-Aware HRP Lite,1Y,-0.10119128864390903
2025-03-19,Signal-Aware HRP Lite,1Y,-0.11061611569315088
2025-03-20,Signal-Aware HRP Lite,1Y,-0.10930825509352249
2025-03-21,Signal-Aware HRP Lite,1Y,-0.10482274666406322
2025-03-24,Signal-Aware HRP Lite,1Y,-0.10938104500580481
2025-03-25,Signal-Aware HRP Lite,1Y,-0.10931340336079653
2025-03-26,Signal-Aware HRP Lite,1Y,-0.09731434340061851
2025-03-27,Signal-Aware HRP Lite,1Y,-0.10051327841465318
2025-03-28,Signal-Aware HRP Lite,1Y,-0.0926170693470314
2025-03-31,Signal-Aware HRP Lite,1Y,-0.09125139513982528
2025-04-01,Signal-Aware HRP Lite,1Y,-0.10223232481517286
2025-04-02,Signal-Aware HRP Lite,1Y,-0.10779264188868964
2025-04-03,Signal-Aware HRP Lite,1Y,-0.1001860442301028
2025-04-04,Signal-Aware HRP Lite,1Y,-0.08666431774407735
2025-04-07,Signal-Aware HRP Lite,1Y,-0.0666176726880916
2025-04-08,Signal-Aware HRP Lite,1Y,-0.05780473371055361
2025-04-09,Signal-Aware HRP Lite,1Y,-0.07717183812471395
2025-04-10,Signal-Aware HRP Lite,1Y,-0.06765955393876366
2025-04-11,Signal-Aware HRP Lite,1Y,-0.0810801858314607
2025-04-14,Signal-Aware HRP Lite,1Y,-0.08198954570703143
2025-04-15,Signal-Aware HRP Lite,1Y,-0.0810085748682432
2025-04-16,Signal-Aware HRP Lite,1Y,-0.07670712216155717
2025-04-17,Signal-Aware HRP Lite,1Y,-0.08682536668368601
2025-04-18,Signal-Aware HRP Lite,1Y,-0.08927861596967857
2025-04-21,Signal-Aware HRP Lite,1Y,-0.08364447819258891
2025-04-22,Signal-Aware HRP Lite,1Y,-0.08932645232091363
2025-04-23,Signal-Aware HRP Lite,1Y,-0.08899478849844766
2025-04-24,Signal-Aware HRP Lite,1Y,-0.09258961325555237
2025-04-25,Signal-Aware HRP Lite,1Y,-0.0923661953996937
2025-04-28,Signal-Aware HRP Lite,1Y,-0.0892253629185431
2025-04-29,Signal-Aware HRP Lite,1Y,-0.09092990510718857
2025-04-30,Signal-Aware HRP Lite,1Y,-0.08384369122397928
2025-05-01,Signal-Aware HRP Lite,1Y,-0.08980823334730537
2025-05-02,Signal-Aware HRP Lite,1Y,-0.08786050066647388
2025-05-05,Signal-Aware HRP Lite,1Y,-0.08400465340000651
2025-05-06,Signal-Aware HRP Lite,1Y,-0.07868557002365639
2025-05-07,Signal-Aware HRP Lite,1Y,-0.06921977692184744
2025-05-08,Signal-Aware HRP Lite,1Y,-0.08665176895523397
2025-05-09,Signal-Aware HRP Lite,1Y,-0.09644166676793597
2025-05-12,Signal-Aware HRP Lite,1Y,-0.11361909244529889
2025-05-13,Signal-Aware HRP Lite,1Y,-0.11966316077529604
2025-05-14,Signal-Aware HRP Lite,1Y,-0.11204655961089549
2025-05-15,Signal-Aware HRP Lite,1Y,-0.10640833814350681
2025-05-16,Signal-Aware HRP Lite,1Y,-0.1124634580479944
2025-05-19,Signal-Aware HRP Lite,1Y,-0.1147727587699292
2025-05-20,Signal-Aware HRP Lite,1Y,-0.11775887645027061
2025-05-21,Signal-Aware HRP Lite,1Y,-0.11498579429405842
2025-05-22,Signal-Aware HRP Lite,1Y,-0.11666109768270316
2025-05-23,Signal-Aware HRP Lite,1Y,-0.10571307502156313
2025-05-26,Signal-Aware HRP Lite,1Y,-0.10690671845902622
2025-05-27,Signal-Aware HRP Lite,1Y,-0.1174453213327733
2025-05-28,Signal-Aware HRP Lite,1Y,-0.11441891663679726
2025-05-29,Signal-Aware HRP Lite,1Y,-0.11528905042617987
2025-05-30,Signal-Aware HRP Lite,1Y,-0.1050978387507493
2025-06-02,Signal-Aware HRP Lite,1Y,-0.11984017463988383
2025-06-03,Signal-Aware HRP Lite,1Y,-0.12155854757588735
2025-06-04,Signal-Aware HRP Lite,1Y,-0.11761290708341354
2025-06-05,Signal-Aware HRP Lite,1Y,-0.11186814446511839
2025-06-06,Signal-Aware HRP Lite,1Y,-0.11985669878122063
2025-06-09,Signal-Aware HRP Lite,1Y,-0.13138316956768947
2025-06-10,Signal-Aware HRP Lite,1Y,-0.1374110824338628
2025-06-11,Signal-Aware HRP Lite,1Y,-0.1366017672816704
2025-06-12,Signal-Aware HRP Lite,1Y,-0.1323070564401323
2025-06-13,Signal-Aware HRP Lite,1Y,-0.13029217988541308
2025-06-16,Signal-Aware HRP Lite,1Y,-0.1326103668664369
2025-06-17,Signal-Aware HRP Lite,1Y,-0.13008699674892754
2025-06-18,Signal-Aware HRP Lite,1Y,-0.1281087082247503
2025-06-19,Signal-Aware HRP Lite,1Y,-0.12626643170334861
2025-06-20,Signal-Aware HRP Lite,1Y,-0.12323230064320434
2025-06-23,Signal-Aware HRP Lite,1Y,-0.13395192513309961
2025-06-24,Signal-Aware HRP Lite,1Y,-0.13924862448241426
2025-06-25,Signal-Aware HRP Lite,1Y,-0.13445655830024172
2025-06-26,Signal-Aware HRP Lite,1Y,-0.1335854940204524
2025-06-27,Signal-Aware HRP Lite,1Y,-0.13419640536784305
2025-06-30,Signal-Aware HRP Lite,1Y,-0.1337919786257704
2025-07-01,Signal-Aware HRP Lite,1Y,-0.1278175298146471
2025-07-02,Signal-Aware HRP Lite,1Y,-0.127460423527876
2025-07-03,Signal-Aware HRP Lite,1Y,-0.1282095375023269
2025-07-04,Signal-Aware HRP Lite,1Y,-0.12575585338881634
2025-07-07,Signal-Aware HRP Lite,1Y,-0.12960509523368757
2025-07-08,Signal-Aware HRP Lite,1Y,-0.13216195097436234
2025-07-09,Signal-Aware HRP Lite,1Y,-0.13403584185556183
2025-07-10,Signal-Aware HRP Lite,1Y,-0.1486685814631059
2025-07-11,Signal-Aware HRP Lite,1Y,-0.15728805481880404
2025-07-14,Signal-Aware HRP Lite,1Y,-0.1681136323841843
2025-07-15,Signal-Aware HRP Lite,1Y,-0.16374031983188186
2025-07-16,Signal-Aware HRP Lite,1Y,-0.17276649293841806
2025-07-17,Signal-Aware HRP Lite,1Y,-0.18237114579738734
2025-07-18,Signal-Aware HRP Lite,1Y,-0.18240191393342586
2025-07-21,Signal-Aware HRP Lite,1Y,-0.19629005414738332
2025-07-22,Signal-Aware HRP Lite,1Y,-0.21272111981320707
2025-07-23,Signal-Aware HRP Lite,1Y,-0.23182235380150362
2025-07-24,Signal-Aware HRP Lite,1Y,-0.2243087028008326
2025-07-25,Signal-Aware HRP Lite,1Y,-0.22007667375807882
2025-07-28,Signal-Aware HRP Lite,1Y,-0.20366488455062393
2025-07-29,Signal-Aware HRP Lite,1Y,-0.20602285845652468
2025-07-30,Signal-Aware HRP Lite,1Y,-0.19664517042078034
